epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
79,334.764,0.03317,0.2029,1,9.55469,0.000325526,0.000325526,0.000325526
80,338.886,0.01688,0.2029,1,8.00651,0.000311379,0.000311379,0.000311379
81,343.478,0.01602,0.18841,1,7.48828,0.000297232,0.000297232,0.000297232
82,347.054,0.02127,0.21739,1,7.30729,0.000283085,0.000283085,0.000283085
83,350.888,0.04593,0.21739,1,7.83724,0.000268938,0.000268938,0.000268938
84,355.778,0.02707,0.2029,1,8.49609,0.000254791,0.000254791,0.000254791
85,359.329,0.0288,0.17391,1,8.38151,0.000240644,0.000240644,0.000240644
86,362.906,0.02077,0.18841,1,7.57161,0.000226497,0.000226497,0.000226497
87,366.425,0.00964,0.2029,1,6.17057,0.000212349,0.000212349,0.000212349
88,371.638,0.00996,0.21739,1,7.78516,0.000198202,0.000198202,0.000198202
89,374.933,0.01387,0.23188,1,8.57292,0.000184055,0.000184055,0.000184055
90,378.741,0.01393,0.24638,1,7.88021,0.000169908,0.000169908,0.000169908
91,385.259,0.02756,0.24638,1,8.11979,0.000155761,0.000155761,0.000155761
92,388.689,0.01559,0.21739,1,8.99349,0.000141614,0.000141614,0.000141614
93,392.192,0.03493,0.2029,1,6.60938,0.000127467,0.000127467,0.000127467
94,396.193,0.00945,0.2029,1,8.03125,0.00011332,0.00011332,0.00011332
95,401.015,0.02195,0.21739,1,7.27734,9.91726e-05,9.91726e-05,9.91726e-05
96,404.564,0.10693,0.21739,1,7.49479,8.50255e-05,8.50255e-05,8.50255e-05
97,407.841,0.01171,0.18841,1,8.32292,7.08784e-05,7.08784e-05,7.08784e-05
98,412.942,0.01693,0.24638,1,8.26823,5.67313e-05,5.67313e-05,5.67313e-05
99,416.897,0.07227,0.23188,1,7.50391,4.25842e-05,4.25842e-05,4.25842e-05
100,420.223,0.1608,0.18841,1,7.13672,2.84371e-05,2.84371e-05,2.84371e-05
